"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IRF9",5.99736806051276e-12,0.249691017369347,0.433,0.398,1.06771143581309e-07,"6","IRF9"
"LINC01943",6.04741142300034e-12,-1.76489918260286,0.007,0.024,1.07662065563675e-07,"6","LINC01943"
"EIF4EBP1",6.20412891477084e-12,0.342239920858688,0.18,0.161,1.10452107069665e-07,"6","EIF4EBP1"
"MCUB",6.68471248137523e-12,0.300050710315694,0.344,0.301,1.19007936305923e-07,"6","MCUB"
"CCR1",7.32472628320984e-12,-0.878479432724909,0.012,0.029,1.30402102019985e-07,"6","CCR1"
"LUZP1",7.42236389357473e-12,0.465436326630049,0.186,0.145,1.32140344397311e-07,"6","LUZP1"
"HOPX",7.45479921086197e-12,0.184825020874523,0.703,0.687,1.32717790350976e-07,"6","HOPX"
"PDE7B",7.63350394875959e-12,-1.07412848023366,0.025,0.051,1.35899270799767e-07,"6","PDE7B"
"A1BG",7.83156623478799e-12,-0.702607523254669,0.036,0.065,1.3942537367793e-07,"6","A1BG"
"CD3G",8.06513795631112e-12,-0.492917675080111,0.172,0.212,1.43583651036207e-07,"6","CD3G"
"CCNJL",8.35952815001767e-12,0.431979402598557,0.122,0.101,1.48824679654765e-07,"6","CCNJL"
"CD151",8.95400425170044e-12,-0.18814245245054,0.124,0.155,1.59408137693023e-07,"6","CD151"
"KLHL6",1.04834022691409e-11,0.34247119090993,0.123,0.114,1.86636010597516e-07,"6","KLHL6"
"DKK3",1.06353163536919e-11,1.7978431129229,0.024,0.008,1.89340537044777e-07,"6","DKK3"
"CLIC1",1.07536888202404e-11,-0.122361118610494,0.885,0.916,1.9144792206674e-07,"6","CLIC1"
"SESN1",1.15943830333923e-11,0.433677385876612,0.221,0.172,2.06414801143483e-07,"6","SESN1"
"C12orf75",1.2487483424e-11,-0.27819295854286,0.484,0.54,2.22314667397473e-07,"6","C12orf75"
"PRDX2",1.31501984018916e-11,-0.40211050047842,0.173,0.227,2.34112982148876e-07,"6","PRDX2"
"MT-CO3",1.41919492004455e-11,0.171261135439226,0.987,0.981,2.52659271615532e-07,"6","MT-CO3"
"SYTL3",1.53492854157625e-11,-0.249832353759262,0.396,0.462,2.73263328256821e-07,"6","SYTL3"
"RORA",1.6635829678638e-11,0.218780123313195,0.548,0.486,2.96167675768792e-07,"6","RORA"
"PAK2",1.70593989050103e-11,0.182800296225987,0.476,0.459,3.03708478705898e-07,"6","PAK2"
"CFL1",1.71821263197814e-11,-0.132528240951802,0.9,0.914,3.05893394871067e-07,"6","CFL1"
"AC138123.1",1.7783443137613e-11,-0.227257239650526,0.296,0.357,3.16598638178925e-07,"6","AC138123.1"
"TRDV2",1.84172012939691e-11,-2.04987424262573,0.006,0.021,3.27881434636531e-07,"6","TRDV2"
"ERGIC1",2.2024056264117e-11,0.317329020681459,0.296,0.257,3.92094273670075e-07,"6","ERGIC1"
"AKAP13",2.23332690103895e-11,0.217372235336732,0.578,0.535,3.97599188191964e-07,"6","AKAP13"
"PFN1",2.36960168291096e-11,-0.114537697610442,0.987,0.986,4.21860187608638e-07,"6","PFN1"
"FAM43A",2.37896076229642e-11,0.495329466369244,0.167,0.13,4.23526384511631e-07,"6","FAM43A"
"RUNX2",2.51327329091823e-11,-0.340261426274922,0.035,0.054,4.47438043982172e-07,"6","RUNX2"
"SH2D1A",2.60958447108737e-11,0.256360413977675,0.447,0.409,4.64584323387684e-07,"6","SH2D1A"
"DUSP10",2.61944266096778e-11,0.403262914461198,0.164,0.141,4.66339376932093e-07,"6","DUSP10"
"CRIP1",2.81445796961426e-11,-0.211511079990274,0.743,0.78,5.01057952330426e-07,"6","CRIP1"
"SLC15A4",2.90740490130277e-11,0.277175427812469,0.395,0.338,5.17605294578933e-07,"6","SLC15A4"
"APOBEC3C",3.15915687510443e-11,0.191650002474316,0.253,0.248,5.62424698474842e-07,"6","APOBEC3C"
"NCAM1",3.55577747692757e-11,-0.53145227766887,0.113,0.158,6.33035064217416e-07,"6","NCAM1"
"SCFD2",3.84861424963236e-11,-0.36626253061966,0.03,0.047,6.8516879486205e-07,"6","SCFD2"
"DENND6B",3.91434927353032e-11,-0.510074826325328,0.021,0.036,6.96871601166603e-07,"6","DENND6B"
"MT-ATP8",4.00316216778232e-11,-0.136038396594496,0.927,0.929,7.12682960730287e-07,"6","MT-ATP8"
"SPATS2L",4.04605307682997e-11,0.563329818326113,0.078,0.062,7.20318829268039e-07,"6","SPATS2L"
"VDR",4.13875196648827e-11,-2.4578048496042,0.002,0.013,7.36822012593907e-07,"6","VDR"
"RETREG1",4.19481428128976e-11,1.64345852078199,0.026,0.009,7.46802786498016e-07,"6","RETREG1"
"GRK2",4.30200233881056e-11,0.23168408175433,0.492,0.458,7.65885476378444e-07,"6","GRK2"
"GIMAP7",4.45757139483568e-11,0.169169400109498,0.795,0.762,7.93581435422595e-07,"6","GIMAP7"
"TSPAN2",4.61410704822152e-11,-0.572583969772952,0.068,0.104,8.21449477794878e-07,"6","TSPAN2"
"HLA-DMA",4.92359596761004e-11,-0.62896178017959,0.054,0.087,8.76547790113615e-07,"6","HLA-DMA"
"CTNNBIP1",5.79330036230273e-11,-0.341940049318275,0.069,0.096,1.03138126350075e-06,"6","CTNNBIP1"
"NCR3",5.88918163614355e-11,-0.681022870240895,0.067,0.103,1.04845100668264e-06,"6","NCR3"
"AC024028.1",6.09024512393054e-11,-0.834954206676445,0.029,0.055,1.08424633941335e-06,"6","AC024028.1"
"ZFP36",6.42060163890219e-11,0.229131676279607,0.682,0.665,1.14305970977376e-06,"6","ZFP36"
"JUN",6.80769736728405e-11,0.332500260246261,0.37,0.333,1.21197436229758e-06,"6","JUN"
"CAMK4",6.93311567611036e-11,-0.178813576926359,0.094,0.126,1.23430258381793e-06,"6","CAMK4"
"PDCD1",6.93365683305462e-11,-2.15811541544163,0.003,0.014,1.23439892598871e-06,"6","PDCD1"
"RRAS2",7.42582551842268e-11,-0.234889078836821,0.183,0.227,1.32201971704479e-06,"6","RRAS2"
"RHOB",8.09631242548556e-11,-0.425467472611977,0.062,0.092,1.44138650110919e-06,"6","RHOB"
"PRKCQ-AS1",9.73414997735246e-11,0.227642264687135,0.366,0.341,1.73297072046806e-06,"6","PRKCQ-AS1"
"TPST2",9.90865463867065e-11,-0.284184434417858,0.356,0.419,1.76403778532254e-06,"6","TPST2"
"FXYD5",1.06880329467498e-10,-0.213485202838444,0.66,0.689,1.90279050550987e-06,"6","FXYD5"
"CMTM8",1.10469523763031e-10,1.70714955633892,0.024,0.008,1.96668893155324e-06,"6","CMTM8"
"ICOS",1.15207848283983e-10,1.36532476899026,0.03,0.012,2.05104532299974e-06,"6","ICOS"
"HLA-DQA1",1.2257012943914e-10,-0.858845773496957,0.03,0.056,2.18211601440501e-06,"6","HLA-DQA1"
"STAG3",1.2374980849276e-10,0.950779247036462,0.063,0.042,2.20311784059661e-06,"6","STAG3"
"LINC00944",1.34318149713295e-10,-1.1233331959711,0.01,0.025,2.3912660193458e-06,"6","LINC00944"
"NXPH4",1.34335978739478e-10,1.52446224144348,0.032,0.014,2.39158342949893e-06,"6","NXPH4"
"LINC01550",1.48012975340124e-10,1.55088049379443,0.017,0.005,2.63507499998023e-06,"6","LINC01550"
"MATR3.1",1.55292872308359e-10,-0.206581117432224,0.3,0.355,2.76467900570572e-06,"6","MATR3.1"
"IMMP2L",1.66709659428173e-10,-0.403028665212482,0.084,0.118,2.96793206679977e-06,"6","IMMP2L"
"LTBP3",1.76980593294464e-10,0.380782784804414,0.181,0.154,3.15078550242134e-06,"6","LTBP3"
"ARHGAP9",2.16210765908769e-10,0.129148723532113,0.674,0.671,3.84920026547382e-06,"6","ARHGAP9"
"INPP4B",2.21930652892586e-10,-1.37848930168291,0.012,0.029,3.9510314134467e-06,"6","INPP4B"
"UTRN",2.28127588237008e-10,0.176495198659444,0.611,0.575,4.06135545338346e-06,"6","UTRN"
"PLXNA4",2.38946107326776e-10,-0.787117585273056,0.023,0.044,4.25395754873859e-06,"6","PLXNA4"
"CNR2",2.48481252026355e-10,-0.858879316128266,0.015,0.031,4.42371172982519e-06,"6","CNR2"
"TRAPPC1",2.60841266757744e-10,-0.172967467262661,0.493,0.555,4.64375707208811e-06,"6","TRAPPC1"
"RAB38",2.66622667179723e-10,-1.03261237828812,0.008,0.02,4.7466833438006e-06,"6","RAB38"
"STAT4",2.67029571399584e-10,0.180903686128355,0.605,0.565,4.75392745962679e-06,"6","STAT4"
"SYPL1",2.77397375326382e-10,-0.379869787833299,0.081,0.112,4.93850547293558e-06,"6","SYPL1"
"RHOC",2.85572960123902e-10,0.208324995065949,0.465,0.433,5.08405540908583e-06,"6","RHOC"
"PSMB2",2.8892670988402e-10,-0.131811326764444,0.259,0.3,5.14376221606521e-06,"6","PSMB2"
"PDE4D",3.50380731667711e-10,0.211305206944935,0.587,0.547,6.23782816588026e-06,"6","PDE4D"
"SPON2",3.56426322129703e-10,0.128488329853797,0.424,0.367,6.34545781287511e-06,"6","SPON2"
"HLA-DQB1",3.92470383459397e-10,-0.72308443046958,0.052,0.084,6.98715023672765e-06,"6","HLA-DQB1"
"RNF213",4.21319846225616e-10,0.178924255830931,0.707,0.69,7.50075722235465e-06,"6","RNF213"
"NDUFB2",4.28442020613236e-10,-0.213029024001345,0.465,0.527,7.62755329297744e-06,"6","NDUFB2"
"LGALS9B",4.35907832282253e-10,0.433259022095097,0.082,0.071,7.76046713812094e-06,"6","LGALS9B"
"VAMP5",4.37125075299046e-10,0.276058009725534,0.374,0.328,7.78213771554892e-06,"6","VAMP5"
"FKBP8",4.79760855263177e-10,0.141403996686123,0.704,0.685,8.54118250625034e-06,"6","FKBP8"
"ATP5MC2",4.82071007898002e-10,-0.129932459209753,0.835,0.865,8.58231015360812e-06,"6","ATP5MC2"
"TEC",4.99209509108205e-10,-0.701852538484442,0.032,0.056,8.88742689065337e-06,"6","TEC"
"CLEC2D",5.60272970687679e-10,-0.280268063977796,0.398,0.449,9.97453969715274e-06,"6","CLEC2D"
"DDX60",5.81830088080624e-10,0.45477643388039,0.156,0.129,1.03583210580994e-05,"6","DDX60"
"HELZ",6.10970894220593e-10,0.240395183375191,0.388,0.357,1.08771148298092e-05,"6","HELZ"
"NPM1",6.38034571393459e-10,-0.144742117347846,0.778,0.815,1.13589294745177e-05,"6","NPM1"
"AC020916.1",6.38399945070697e-10,0.534304017765634,0.114,0.089,1.13654342220936e-05,"6","AC020916.1"
"SOCS3",6.81022407414949e-10,1.01803379969227,0.051,0.03,1.21242419192083e-05,"6","SOCS3"
"IRS2",7.28348177305792e-10,0.825725935069241,0.063,0.036,1.2966782600575e-05,"6","IRS2"
"RFTN1",7.32265735109831e-10,-0.110245738357511,0.276,0.317,1.30365268821603e-05,"6","RFTN1"
"TP53I13",7.47801326280163e-10,0.26653246186086,0.296,0.264,1.33131070117657e-05,"6","TP53I13"
"RFC1",7.89877350814828e-10,0.13425368574347,0.25,0.253,1.40621864765564e-05,"6","RFC1"
"GNAL",9.01246276245178e-10,-0.84991407475823,0.03,0.055,1.60448874559929e-05,"6","GNAL"
"TNFRSF25",9.02372301247237e-10,0.595437531580535,0.069,0.042,1.60649340791046e-05,"6","TNFRSF25"
"TST",9.62941472157696e-10,-0.18585425067427,0.051,0.067,1.71432470288235e-05,"6","TST"
"TMEM163",1.03926618196286e-09,-1.39007210552711,0.008,0.022,1.85020558374849e-05,"6","TMEM163"
"HMGA1",1.04653348167195e-09,0.260495773935332,0.325,0.298,1.86314355742057e-05,"6","HMGA1"
"LGALS9",1.10160093913948e-09,0.629494869470113,0.1,0.071,1.96118015195002e-05,"6","LGALS9"
"PDLIM1",1.1472188934509e-09,-0.642413303306938,0.047,0.075,2.04239379601064e-05,"6","PDLIM1"
"DBNL",1.25530242499439e-09,0.104272076011148,0.237,0.242,2.23481490721752e-05,"6","DBNL"
"SP100",1.26394995444768e-09,0.156911699456691,0.6,0.588,2.25021010390321e-05,"6","SP100"
"CTSD",1.32864609688886e-09,0.13817839497372,0.715,0.704,2.36538864629124e-05,"6","CTSD"
"FBXO6",1.360499074686e-09,0.420503350350427,0.143,0.117,2.42209650266348e-05,"6","FBXO6"
"PGGHG",1.36141779302682e-09,-0.264200845511172,0.094,0.123,2.42373209692564e-05,"6","PGGHG"
"MICAL1",1.39948258234968e-09,-0.490624819104674,0.022,0.037,2.49149884135713e-05,"6","MICAL1"
"RASSF1",1.45816539898825e-09,-0.228018785958311,0.353,0.412,2.59597185981878e-05,"6","RASSF1"
"CD74",1.48379593547578e-09,-0.158665931804798,0.921,0.935,2.64160190392753e-05,"6","CD74"
"PBXIP1",1.51533572225311e-09,0.318440099630128,0.293,0.252,2.69775218632722e-05,"6","PBXIP1"
"AQP3",1.6204780565182e-09,1.47886327505923,0.023,0.008,2.88493708401935e-05,"6","AQP3"
"TIGIT",1.66749643416194e-09,0.260822761257919,0.424,0.368,2.9686439017385e-05,"6","TIGIT"
"DDX17",1.68459579092715e-09,0.141665957508339,0.695,0.677,2.9990858865876e-05,"6","DDX17"
"GLRX",1.69694787356968e-09,0.267282725735399,0.378,0.325,3.02107629931609e-05,"6","GLRX"
"PRKCD",1.76986843185393e-09,-0.478068475546098,0.042,0.065,3.15089676922956e-05,"6","PRKCD"
"C19orf38",1.87274474842727e-09,-0.725570312674514,0.012,0.026,3.33404747562507e-05,"6","C19orf38"
"IFITM2",1.98890373568665e-09,-0.10861798676648,0.959,0.956,3.54084532064294e-05,"6","IFITM2"
"PGM2",1.99610546259239e-09,-0.303679450900154,0.066,0.089,3.55366655505323e-05,"6","PGM2"
"ETFA",1.99726875145508e-09,-0.213365325436073,0.216,0.26,3.55573755821548e-05,"6","ETFA"
"ARMC8",2.15644973961679e-09,-0.30129576282519,0.134,0.173,3.83912747143976e-05,"6","ARMC8"
"SSR4",2.25725539018519e-09,-0.17305537452221,0.626,0.676,4.0185917711467e-05,"6","SSR4"
"SEC11A",2.27573454268334e-09,-0.17499198599829,0.417,0.476,4.05149020633915e-05,"6","SEC11A"
"EPB41",2.29689878712404e-09,0.164806043849139,0.644,0.61,4.08916891071692e-05,"6","EPB41"
"SAMD1",2.31611218976465e-09,0.427719428596931,0.139,0.114,4.12337453143801e-05,"6","SAMD1"
"FUCA1",2.38364505552983e-09,-0.468959987829443,0.037,0.057,4.24360329235976e-05,"6","FUCA1"
"CD40LG",2.43438694013757e-09,1.43068551285754,0.011,0.003,4.33393906952692e-05,"6","CD40LG"
"IL16",2.45649298164286e-09,0.153474972568711,0.651,0.63,4.37329445521878e-05,"6","IL16"
"NEIL1",2.4786069423292e-09,-1.20161971636152,0.007,0.02,4.41266393942867e-05,"6","NEIL1"
"TNFAIP3",2.51025843527058e-09,0.165682890547654,0.678,0.661,4.46901309231221e-05,"6","TNFAIP3"
"PIK3R1",2.65636081988249e-09,0.191121241850012,0.581,0.552,4.7291191676368e-05,"6","PIK3R1"
"YWHAH",2.99979216168819e-09,-0.254506067040021,0.179,0.221,5.34052998545349e-05,"6","YWHAH"
"CD160",3.14640421940276e-09,0.390287418893319,0.12,0.084,5.60154343180273e-05,"6","CD160"
"AC044849.1",3.36268277408779e-09,0.563837621875578,0.109,0.083,5.98658414270848e-05,"6","AC044849.1"
"JUND",3.56036837259904e-09,0.17236458453397,0.675,0.645,6.33852381373808e-05,"6","JUND"
"ETF1",3.60659917352878e-09,-0.114091261027241,0.077,0.093,6.42082850863329e-05,"6","ETF1"
"SRSF5",3.74634543459008e-09,0.129151158401305,0.814,0.802,6.66961877720073e-05,"6","SRSF5"
"COPS9",3.93487873710925e-09,-0.159461068198404,0.315,0.364,7.0052646156756e-05,"6","COPS9"
"SPART",3.96164954386577e-09,0.528693948848813,0.118,0.085,7.05292468294423e-05,"6","SPART"
"ZCCHC2",4.24843752190161e-09,0.494648052661353,0.122,0.094,7.56349332024144e-05,"6","ZCCHC2"
"CD82",4.27938309586212e-09,0.365030405067865,0.154,0.135,7.61858572556333e-05,"6","CD82"
"SELENOM",4.38049772855281e-09,-1.18703870820744,0.015,0.033,7.79860010614258e-05,"6","SELENOM"
"MAFF",4.5789717780899e-09,0.213095143297348,0.09,0.091,8.15194345653344e-05,"6","MAFF"
"SATB1",4.81224314053864e-09,0.299710229872146,0.249,0.219,8.56723646310094e-05,"6","SATB1"
"CATSPER1",4.91598282112074e-09,0.134776152884535,0.093,0.097,8.75192421644125e-05,"6","CATSPER1"
"PHACTR2",4.93220348859142e-09,0.275780803495299,0.264,0.236,8.78080187073931e-05,"6","PHACTR2"
"FOXP1",4.95994929348539e-09,0.205155367926458,0.484,0.444,8.83019772719203e-05,"6","FOXP1"
"ID2",5.01757008438305e-09,-0.23665703260109,0.321,0.377,8.93278002122715e-05,"6","ID2"
"MTCH2",5.67369689539123e-09,-0.111191456139898,0.142,0.167,0.00010100882582865,"6","MTCH2"
"BPTF",5.98597989706595e-09,0.197585186157145,0.52,0.48,0.000106568400107465,"6","BPTF"
"GSTP1",6.14474174212929e-09,-0.165498599443311,0.64,0.681,0.000109394837235128,"6","GSTP1"
"EVA1B",6.16324953181814e-09,-0.292929656221816,0.093,0.122,0.000109724331414958,"6","EVA1B"
"ECI1",6.18024370541722e-09,-0.19800991567881,0.128,0.158,0.000110026878687543,"6","ECI1"
"RHOBTB3",6.32373968866328e-09,0.31776576729931,0.24,0.192,0.000112581537677272,"6","RHOBTB3"
"PDCD5",6.45940375482047e-09,-0.235699945263724,0.231,0.279,0.000114996765047069,"6","PDCD5"
"VEGFB",6.55055274221084e-09,0.214777711415533,0.462,0.416,0.00011661949046958,"6","VEGFB"
"KDM4B",6.66605720598978e-09,0.376953113786315,0.201,0.166,0.000118675816438236,"6","KDM4B"
"CCL4",6.95624563106817e-09,0.539742195208819,0.629,0.59,0.000123842040969907,"6","CCL4"
"CD28",6.96395485611785e-09,1.7060108649978,0.018,0.006,0.000123979288303466,"6","CD28"
"TRGV2",7.11238257503757e-09,-1.25339269844909,0.012,0.028,0.000126621746983394,"6","TRGV2"
"MRPL3",7.64334256817538e-09,-0.202407740209375,0.117,0.144,0.000136074427741226,"6","MRPL3"
"ITM2C",7.97440541303151e-09,0.5238561444723,0.144,0.117,0.0001419683395682,"6","ITM2C"
"GIMAP1",7.98254810832843e-09,0.168463586825071,0.562,0.53,0.000142113303972571,"6","GIMAP1"
"FMNL3",8.04581752303138e-09,0.371869532067157,0.116,0.102,0.000143239689362528,"6","FMNL3"
"APOBEC3H",8.28191826998655e-09,0.50446944255312,0.105,0.085,0.000147442990960571,"6","APOBEC3H"
"MGST3",8.5855192034771e-09,-0.193353748386914,0.256,0.303,0.000152847998379503,"6","MGST3"
"CCL3L1",8.86174377534249e-09,0.860223440493352,0.054,0.031,0.000157765624432422,"6","CCL3L1"
"SHFL",9.09989069866386e-09,0.178552483654178,0.437,0.42,0.000162005354108313,"6","SHFL"
"CDC25B",9.14969074525449e-09,-0.51646580232017,0.085,0.12,0.000162891944337766,"6","CDC25B"
"SRI",9.42441951179698e-09,-0.167969561638909,0.356,0.407,0.000167782940568522,"6","SRI"
"ADRM1",9.74659912311854e-09,-0.193286019405639,0.296,0.346,0.000173518704188879,"6","ADRM1"
"CMTM3",9.85774558856551e-09,0.111643817840734,0.353,0.357,0.000175497444713232,"6","CMTM3"
"SATB1-AS1",1.0069641087252e-08,0.375536878191911,0.188,0.156,0.000179269820276348,"6","SATB1-AS1"
"NAA10",1.03330469740674e-08,-0.293953247197085,0.177,0.222,0.000183959235279321,"6","NAA10"
"UBA7",1.08806314737668e-08,0.289737564204335,0.15,0.136,0.000193707882127471,"6","UBA7"
"SLC20A1",1.09880620665672e-08,-0.337254231547658,0.137,0.177,0.000195620468971095,"6","SLC20A1"
"PIK3IP1",1.1476408856872e-08,0.298142716825661,0.312,0.263,0.000204314506878892,"6","PIK3IP1"
"MACF1",1.1555966205745e-08,0.15366817965572,0.495,0.489,0.000205730866360879,"6","MACF1"
"ATP1B1",1.19058804981703e-08,0.144347430355995,0.02,0.024,0.000211960390508926,"6","ATP1B1"
"ARID5A",1.19190574624338e-08,0.204199399905291,0.362,0.339,0.00021219498000371,"6","ARID5A"
"FAM104A",1.19522647104204e-08,-0.3846693783227,0.114,0.151,0.000212786168639614,"6","FAM104A"
"PEMT",1.23023599791225e-08,-0.364790062357603,0.038,0.056,0.000219018914708318,"6","PEMT"
"TRGV7",1.23926475274841e-08,-0.47033682025957,0.138,0.179,0.0002206263039318,"6","TRGV7"
"PGAM1",1.27410588597336e-08,-0.195869678490537,0.687,0.727,0.000226829070879838,"6","PGAM1"
"PTGER4",1.29638686244173e-08,0.341940139234428,0.238,0.201,0.000230795753120501,"6","PTGER4"
"PLXNC1",1.30137242357345e-08,0.487276382421609,0.081,0.065,0.000231683332568781,"6","PLXNC1"
"EGLN3",1.31141579499399e-08,-1.27267757260689,0.01,0.025,0.000233471353982779,"6","EGLN3"
"RASSF5",1.31167053159604e-08,0.17056738983809,0.469,0.446,0.000233516704740043,"6","RASSF5"
"TXN",1.35914362372471e-08,-0.237867005397372,0.251,0.3,0.00024196833933171,"6","TXN"
"ZNF880",1.39158787551296e-08,0.144255823981601,0.063,0.066,0.000247744389477572,"6","ZNF880"
"EOMES",1.43220146462521e-08,0.140618979141049,0.413,0.407,0.000254974826747225,"6","EOMES"
"GIMAP5",1.51881071131734e-08,0.158454746164788,0.597,0.573,0.000270393870935825,"6","GIMAP5"
"PTK2B",1.53586351175161e-08,0.244964439475317,0.358,0.317,0.000273429780997139,"6","PTK2B"
"WSB1",1.5385569673041e-08,0.180243447145678,0.541,0.512,0.000273909296889148,"6","WSB1"
"MVD",1.6063515866439e-08,0.209710033878597,0.218,0.206,0.000285978772970214,"6","MVD"
"NR3C1",1.6113113073271e-08,0.162593767812244,0.655,0.637,0.000286861752043443,"6","NR3C1"
"P2RY14",1.62484300718069e-08,-2.11690176585519,0.002,0.01,0.000289270800568378,"6","P2RY14"
"ARL4A",1.64284645596814e-08,0.458821539609132,0.062,0.054,0.000292475954556008,"6","ARL4A"
"AL049869.3",1.66975512388033e-08,-0.797443555774099,0.035,0.059,0.000297266504704416,"6","AL049869.3"
"TNFRSF12A",1.67740259614914e-08,-0.609727729619268,0.018,0.032,0.000298627984192431,"6","TNFRSF12A"
"FKBP2",1.69639119211516e-08,-0.252398480636411,0.178,0.219,0.000302008523932261,"6","FKBP2"
"IL2RA",1.69653881294646e-08,-1.93432761531229,0.006,0.019,0.000302034804868859,"6","IL2RA"
"YBX3",1.74424500099218e-08,-0.832593771116026,0.028,0.049,0.000310527937526639,"6","YBX3"
"ATP6V0D1",1.75497155109047e-08,-0.188715331362834,0.213,0.253,0.000312437585240636,"6","ATP6V0D1"
"RCAN3",1.76631707794198e-08,1.20283145540932,0.032,0.016,0.000314457429386011,"6","RCAN3"
"CDK17",1.7750787098792e-08,0.217493890399265,0.356,0.327,0.000316017262719794,"6","CDK17"
"SLC44A1",1.78581821840629e-08,-0.778004391527912,0.03,0.053,0.000317929217422873,"6","SLC44A1"
"HIST1H1C",1.80836980813801e-08,0.255684770909786,0.38,0.346,0.00032194407694281,"6","HIST1H1C"
"OTULINL",1.8186135466448e-08,0.291570432206553,0.183,0.161,0.000323767769709173,"6","OTULINL"
"PSD4",1.85131222389132e-08,0.203059547813901,0.324,0.308,0.000329589115219371,"6","PSD4"
"TMEM14C",1.86397373946983e-08,-0.237695120661454,0.099,0.127,0.000331843244837813,"6","TMEM14C"
"SLC17A9",1.87377307697115e-08,-0.579726766550054,0.016,0.03,0.000333587820893173,"6","SLC17A9"
"SNRPE",1.9121858432164e-08,-0.200577227602372,0.203,0.243,0.000340426445667815,"6","SNRPE"
"TPD52",1.91795160976985e-08,0.229630370272668,0.059,0.06,0.000341452925087327,"6","TPD52"
"CD8A",1.97129469758235e-08,-0.431018839047055,0.186,0.224,0.000350949595010585,"6","CD8A"
"ITGB1",2.06625390363097e-08,-0.175073469314623,0.484,0.541,0.000367855182463421,"6","ITGB1"
"GRAMD4",2.08985735678757e-08,-0.388742950261173,0.039,0.057,0.000372057305228891,"6","GRAMD4"
"IL4R",2.10935550822841e-08,-0.324642533374106,0.071,0.096,0.000375528561129904,"6","IL4R"
"DUSP23",2.19689156866893e-08,-0.198471710242694,0.132,0.161,0.00039111260597013,"6","DUSP23"
"SSR3",2.20451731032703e-08,-0.173020485811431,0.218,0.258,0.000392470216757521,"6","SSR3"
"KLHL4",2.2341200993046e-08,-1.76778407017565,0.003,0.012,0.000397740401279197,"6","KLHL4"
"IRAK3",2.26200566945179e-08,-1.07028171412113,0.008,0.019,0.000402704869332502,"6","IRAK3"
"HPCAL1",2.29304049925992e-08,0.250164324441951,0.315,0.285,0.000408230000083244,"6","HPCAL1"
"ST6GAL1",2.37088263946276e-08,-0.451493415162369,0.123,0.162,0.000422088236303555,"6","ST6GAL1"
"GBP1",2.37132068705774e-08,0.589398379914417,0.117,0.091,0.000422166221916889,"6","GBP1"
"S100A11",2.4526222004494e-08,-0.198542715342666,0.541,0.594,0.000436640330346007,"6","S100A11"
"CHRAC1",2.45481413323051e-08,0.248272057833489,0.152,0.143,0.000437030560139027,"6","CHRAC1"
"IRF8",2.46339893058907e-08,-0.297706379307718,0.05,0.066,0.000438558911612772,"6","IRF8"
"FMNL1",2.50617811282981e-08,0.151159523512186,0.627,0.599,0.000446174889427091,"6","FMNL1"
"ACTG1",2.51837459499349e-08,-0.196061603202425,0.868,0.881,0.000448346229146691,"6","ACTG1"
